food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,ingredients,Meal Type,Cluster,Breakfast,Lunch,Dinner,Bevrage,Curry,Snack,chutney
Cucumber raita (1 cup),249,59.13,6.35,4.04,2.08,5.22,0.86,7.21,138.58,"Cucumber, Yogurt, Cumin powder, Black salt, Fresh coriander leaves, Green chili.",veg,1,0,0,0,0,1,0,0
Carrot and spinach raita (1 cup),239.15,56.83,5.83,4,1.99,4.93,1.39,6.19,142.57,"Carrot, Spinach, Yogurt, Cumin powder, Black salt, Fresh coriander leaves.",veg,1,0,0,0,0,1,0,0
Mint raita (1 cup),326.97,77.59,7.65,5.64,2.96,7.48,0.34,10.51,198.22,"Mint leaves, Yogurt, Cumin powder, Black salt, Fresh coriander leaves.",veg,1,0,0,0,0,1,0,0
Potato raita (1 cup),316.95,75.38,10.24,4.22,2.04,5.08,0.75,6.98,132.31,"Potato, Yogurt, Cumin powder, Black salt, Fresh coriander leaves.",veg,1,0,0,0,0,1,0,0
Boondi raita (1 cup),2831.04,687.72,3.96,2.19,73.83,1.88,0.46,2.51,49,"Boondi, Yogurt, Cumin powder, Black salt, Fresh coriander leaves, Green chili.",veg,2,0,0,0,0,1,0,0
Sweet raita (1 cup),418.63,99.24,17.93,3.24,1.78,15.36,1.02,5.73,108.91,"Yogurt, Sugar, Cardamom powder, Fresh coriander leaves.",veg,1,0,0,0,0,1,0,0
Dahi vadas(2 pieces),2748.73,667.73,5.49,2.96,70.4,1.78,0.97,2.39,49.03,"Urad dal, Cumin powder, Black salt, Yogurt, Tamarind chutney, Fresh coriander leaves, Green chilies",veg,2,1,0,0,0,0,0,0
Gunjia(2 pieces),2747.77,667.34,5.68,2.98,70.28,2.05,1.13,2.36,48.16,"All-purpose flour, Semolina, Ghee, Mawa, Sugar, Cardamom powder, Cashews, Almonds, Raisins.",veg,2,0,0,0,0,1,0,0
Rice kheer (1 cup),315.33,75.03,10.05,2.3,2.97,8.02,0.17,0,75.57,"Rice, Milk, Sugar, Cardamom powder, Saffron strands, Cashews, Almonds.",veg,1,0,0,0,1,0,0,0
Makhana kheer(1 cup),452.85,107.85,12.88,3.31,5,11.54,0.11,1.77,111.64,"Makhana, Milk, Sugar, Cardamom powder, Cashews, Almonds",veg,1,0,0,0,1,0,0,0
Vermicelli kheer (1 cup),504.28,120.07,15.87,3.35,5,12.79,0.5,2.12,104.8,"Vermicelli, Milk, Sugar, Cardamom powder, Cashews, Almonds, Raisins.",veg,1,0,0,0,1,0,0,0
Semolina kheer (1 cup),476.14,113.21,15.88,3.43,4.2,12.88,0.51,0,105.99,"Semolina, Milk, Sugar, Cardamom powder, Cashews, Almonds, Raisins.",veg,1,0,0,0,1,0,0,0
Paneer kheer (1 cup),441.91,105.31,10.03,4.53,5.37,9.87,0.07,0,144.66,"Paneer, Milk, Sugar, Cardamom powder, Cashews, Almonds.",veg,1,0,0,0,1,0,0,0
Cabbage kheer (1 cup),350.89,83.51,9.73,2.87,3.8,9.28,0.51,0,102.74,"Cabbage, Milk, Sugar, Cardamom powder, Cashews, Almonds.",veg,1,0,0,0,1,0,0,0
Carrot kheer(1 cup),358.6,85.35,10.09,2.81,3.85,9.63,0.73,0,100.12,"Carrot, Milk, Sugar, Cardamom powder, Cashews, Almonds",veg,1,0,0,0,1,0,0,0
Cauliflower kheer (1 cup),344.14,81.95,8.78,3.04,3.95,8.49,0.55,0,101.75,"Cauliflower, Milk, Sugar, Cardamom powder, Cashews, Almonds.",veg,1,0,0,0,1,0,0,0
Moong dal kheer(1 cup),324.23,77.16,9.89,2.95,2.97,7.92,0.4,0,75.66,"Moong dal, Milk, Sugar, Cardamom powder, Cashews, Almonds.",veg,1,0,0,0,1,0,0,0
Phirni(1 cup),487.8,116.12,16.11,3.49,4.34,10.79,0.36,0,104.57,"Rice flour, Milk, Sugar, Cardamom powder, Almonds, Pistachios",veg,1,0,0,0,1,0,0,0
Semolina halwa (1 cup),940.23,225.65,24.67,2.16,13.38,13.98,1.86,30.82,11.77,"Semolina, Sugar, Ghee, Cardamom powder, Cashews, Almonds",veg,1,0,0,0,1,0,0,0
Shahi suji halwa(1 cup),1595.02,382.34,44.44,3.48,21.73,27.21,2.96,50.05,18.64,"Semolina, Ghee, Sugar, Milk, Cardamom powder, Cashews, Almonds",veg,0,0,0,0,1,0,0,0
Carrot halwa (1 cup),722.36,172.64,18.53,3.11,9.73,16.85,2.65,14.66,106.94,"Carrot, Milk, Sugar, Ghee, Cardamom powder, Cashews, Almonds.",veg,1,0,0,0,1,0,0,0
Egg halwa (1 cup),1262.47,299.74,39.59,7.85,13.41,37.85,0.49,204.93,35.77,"Eggs, Sugar, Ghee, Cardamom powder, Almonds.",non veg,0,0,0,0,1,0,0,0
Potato halwa (1 cup),637.97,151.66,29.18,1.53,3.48,17.42,1.64,6.23,14.15,"Potato, Sugar, Ghee, Cardamom powder, Cashews, Almonds",veg,1,0,0,0,1,0,0,0
Pumpkin halwa (1 cup),800.8,190.27,27.6,1.33,8.81,26.64,2.97,9.52,24.34,"Pumpkin, Sugar, Ghee, Cardamom powder, Cashews, Almonds.",veg,0,0,0,0,1,0,0,0
Moong dal halwa(1 cup),1461.34,349.8,40.23,8.35,17.68,25.59,2.65,34.81,110.4,"Moong dal, Sugar, Ghee, Cardamom powder, Cashews, Almonds",veg,0,0,0,0,1,0,0,0
Caramel custard (steamed)(1 cup),512.2,121.58,15.02,4.97,4.87,14.98,0,78.88,88.12,"Milk, Sugar, Eggs, Vanilla essence.",veg,1,0,0,0,1,0,0,0
Baked custard(1 cup),447.46,106.53,9.45,5.41,5.3,9.42,0,85.92,95.32,"Milk, Sugar, Eggs, Vanilla essence.",veg,1,0,0,0,1,0,0,0
Soft Custard (stirred)(1 cup),459.08,109.18,11.19,5.01,5.07,11.15,0,73.35,95.82,"Milk, Sugar, Eggs, Vanilla essence.",veg,1,0,0,0,1,0,0,0
Chocolate ice cream(1 scoop),743.06,177.7,15.41,4.47,11.25,15.33,0,68.26,84.24,"Milk, Sugar, Cocoa powder, Cream, Vanilla essence.",veg,1,0,0,0,1,0,0,0
Mango ice cream(1 scoop),525.33,125.69,11.14,3.4,7.62,11.01,0.52,55.21,67.17,"Mango pulp, Milk, Sugar, Cream",veg,1,0,0,0,1,0,0,0
Fruit Ice cream(1 scoop),717.81,171.46,16.05,4.37,10.38,14.03,0.33,17.12,93.35,"Mixed fruit puree, Milk, Sugar, Cream",veg,1,0,0,0,1,0,0,0
Caramel ice cream(1 scoop),725.49,173.52,14.81,4.31,11.15,14.52,0.08,54.79,87.32,"Milk, Sugar, Caramel, Cream.",veg,1,0,0,0,1,0,0,0
Lemon souffle(1 piece),705.67,168.51,13.43,6.95,10.02,11.67,0,100.42,59.81,"Lemon juice, Eggs, Sugar, Butter, Gelatin.",veg,1,0,0,0,1,0,0,0
Orange souffle(1 piece),704.69,168.28,14.2,6.8,9.73,12.31,0.22,97.54,59.04,"Orange juice, Eggs, Sugar, Butter, Gelatin.",veg,1,0,0,0,1,0,0,0
Vanilla souffle(1 piece),786.62,187.85,14.78,7.71,11.19,12.86,0,109.43,70.6,"Vanilla essence, Eggs, Sugar, Butter, Gelatin",veg,1,0,0,0,1,0,0,0
Chocolate souffle(1 piece),792.69,189.32,14.74,7.88,11.36,12.69,0,108.18,71.55,"Cocoa powder, Eggs, Sugar, Butter, Gelatin.",veg,1,0,0,0,1,0,0,0
Pineapple souffle (1 piece),821.36,196.14,15.52,8.06,11.72,13.45,0,117.82,67.23,"Pineapple puree, Eggs, Sugar, Butter, Gelatin.",veg,1,0,0,0,1,0,0,0
Apple mousse(1 cup),447.82,106.92,12.77,4.21,4.27,10.56,1.6,57.67,33.76,"Apple puree, Cream, Sugar, Gelatin.",veg,1,0,0,0,1,0,0,0
Rich chocolate mousse(1 cup),785.94,188.26,10.84,7.96,12.19,10.3,0,111.71,54.59,"Chocolate, Cream, Sugar, Eggs.",veg,1,0,0,0,1,0,0,0
Mango mousse(1 cup),520.63,124.98,9.14,3.21,8.47,8.89,0.88,23.66,51.38,"Mango puree, Cream, Sugar, Gelatin.",veg,1,0,0,0,1,0,0,0
Orange and pineapple cream(1 cup),422.92,101.18,11.96,1.44,5.43,11.37,1.03,15.43,35,"Orange juice, Pineapple puree, Cream, Sugar.",veg,1,0,0,0,1,0,0,0
Charlotte rousse(1 cup),790.33,188.29,34.08,3.95,4.78,20.48,1.01,47.04,34.95,"Sponge cake, Fruit puree, Cream, Sugar.",veg,0,0,0,0,1,0,0,0
Triffle pudding(1 piece),493.52,116.97,18.24,2.93,3.93,13.89,0.12,36.95,48.72,"Sponge cake, Custard, Jelly, Fruits.",veg,1,0,0,0,1,0,0,0
Snow flakes pudding(1 piece),399.56,95.21,8.07,4.67,4.97,8.01,0.03,57.55,101.33,"Coconut, Milk, Sugar, Gelatin.",veg,1,0,0,0,1,0,0,0
Kulfi(1 piece),413.82,98.43,11.3,3.21,4.7,10.39,0.12,0,111.86,"Milk, Sugar, Cardamom, Pistachios, Saffron.",veg,1,0,0,0,1,0,0,0
Steamed orange pudding(1 piece),1163.99,278.03,41.53,2.34,12.04,26.53,0.58,31.86,21.15,"Orange juice, Eggs, Sugar, Flour, Butter",veg,0,0,0,0,1,0,0,0
Meringue and rice pudding(1 piece),474.3,112.93,14.6,4.84,4.05,10.87,0.17,40.85,85.43,"Rice, Milk, Sugar, Egg whites, Vanilla essence",veg,1,0,0,0,1,0,0,0
Cheese pudding(1 piece),1190.38,285.01,19.27,11.29,18.37,18.63,0.05,99.76,226.11,"Cheese, Milk, Sugar, Eggs, Vanilla essence.",veg,0,0,0,0,1,0,0,0
Chocolate pudding(1 piece),891.1,211.96,29.59,3.55,9.48,20.68,0.53,46.25,64.56,"Cocoa powder, Milk, Sugar, Cornstarch, Vanilla essence",veg,0,0,0,0,1,0,0,0
Bread and butter pudding (1 piece),705.95,167.94,19.63,5.59,7.88,11.84,0.98,55.29,105.54,"Bread, Butter, Milk, Sugar, Eggs, Cinnamon.",veg,1,0,0,0,1,0,0,0
Queen of pudding(1 piece),558.58,132.92,16.35,5.51,5.38,11.77,0.27,60.59,78.26,"Bread, Milk, Sugar, Eggs, Jam, Breadcrumbs",veg,1,0,0,0,1,0,0,0
Pineapple upside down pudding(1 piece),1079.36,257.73,35.73,3.15,11.91,22.16,0.8,62.13,26.05,"Pineapple slices, Butter, Sugar, Flour, Egg",veg,0,0,0,0,1,0,0,0
Date and nut pie(1 piece),1348.65,322.42,46.86,3.93,13.31,31.18,4.13,18.85,34.69,"Dates, Nuts, Sugar, Pie crust, Butter.",veg,0,0,0,0,1,0,0,0
Stewed apple with custard(1 piece),392.17,92.87,18.36,1.27,1.82,15.46,1.01,0,49.24,"Apples, Sugar, Cinnamon, Custard.",veg,1,0,0,0,1,0,0,0
Apple snowballs(1 piece),428.91,101.51,24.58,0.86,0.31,19.4,1.25,0,9.43,"Apples, Sugar, Cinnamon, Flour, Butter.",veg,1,0,0,0,1,0,0,0
Hot orange souffle(1 piece),754.48,179.97,18.77,6.87,8.95,14.93,0.29,160.48,53.81,"Orange juice, Eggs, Sugar, Butter, Gelatin",veg,1,0,0,0,1,0,0,0
Hot chocolate souffle(1 piece),948.77,226.09,26.21,6.7,11.1,22.88,0.12,138.51,60.19,"Cocoa powder, Eggs, Sugar, Butter, Gelatin",veg,0,0,0,0,1,0,0,0
Hot vanilla souffle(1 piece),809.97,192.93,21.77,6.87,9.07,18.17,0.13,153.55,63.2,"Vanilla essence, Eggs, Sugar, Butter, Gelatin",veg,1,0,0,0,1,0,0,0
Plain burfi (1 piece),1705.52,408.32,30.88,9.82,27.96,30.43,0.17,38.12,355.78,"Milk, Sugar, Ghee, Cardamom powder",veg,0,0,0,0,1,0,0,0
Coconut burfi (1 piece),1956.59,467.64,32.15,8.81,34.63,31.5,3.5,29.26,272.81,"Coconut, Milk, Sugar, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Bottle gourd burfi (1 piece),1153.35,275.96,24.51,5.86,17.68,23.92,0.73,26.43,215.85,"Bottle gourd, Milk, Sugar, Cardamom powder",veg,0,0,0,0,1,0,0,0
Chocolate burfi(1 piece),1425.19,339.33,33.15,13,17.86,32.38,0,3.78,466.48,"Cocoa powder, Milk, Sugar, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Cashewnut burfi (1 piece),1763.94,421.74,37.92,5.48,28.46,31.43,1.12,38.62,12.95,"Cashews, Milk, Sugar, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Gram flour burfi (1 piece),1768.65,421.79,46.59,11.19,22.41,28.44,3.41,40.13,160.71,"Gram flour, Ghee, Sugar, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Semolina ladoo with khoya(1 piece),1796.19,428.71,52.86,6.71,21.86,33.28,4.68,27.87,106.42,"Semolina, Khoya, Sugar, Ghee, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Semolina ladoo with coconut (1 piece),1942.7,464.43,50.9,5.68,27.03,27.32,6.69,33.81,26.72,"Semolina, Coconut, Sugar, Ghee, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Gram flour ladoo (1 piece),2001.49,476.91,62.61,8.93,22.76,37.76,4.43,52.34,25.35,"Gram flour, Ghee, Sugar, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Sesame ladoo (1 piece),1660.91,396.96,43.5,10.7,19.64,38.63,7.72,0,631.82,"Sesame seeds, Jaggery, Ghee, Cardamom powder",veg,3,0,0,0,1,0,0,0
Chenna murki(4 piece),1066.03,252.69,36.01,10.46,8.2,35.55,0,0,266.85,"Chenna (paneer), Sugar, Cardamom powder, Rose water.",veg,0,0,0,0,1,0,0,0
Milk cake(1 piece),531.52,127.41,9.13,3.01,8.93,8.9,0.06,11.56,104.94,"Milk, Sugar, Cardamom powder, Ghee.",veg,1,0,0,0,1,0,0,0
Ghujia(1 piece),3168.67,768.98,13,1.86,78.93,6.08,0.52,4.62,31.01,"All-purpose flour, Semolina, Ghee, Mawa, Sugar, Cardamom powder, Cashews, Almonds, Raisin",veg,2,0,0,0,1,0,0,0
Gulab Jamun with khoya(1 cup),2425.4,586.06,26.09,2.03,53.23,24.12,0.07,0,67.32,"Khoya, All-purpose flour, Baking soda, Ghee, Sugar, Rose water",veg,2,0,0,0,1,0,0,0
Mal pua(1 piece),2339.17,566.68,17.56,1.71,54.64,11.77,0.62,0,30.05,"All-purpose flour, Semolina, Sugar, Cardamom powder, Ghee, Milk.",veg,2,0,0,0,1,0,0,0
Shahi tukre(1 cup),806.27,189.81,41.46,2.76,2.54,34.7,0.51,0,76.47,"Bread, Ghee, Milk, Sugar, Cardamom powder, Rose water, Saffron, Almonds, Pistachios.",veg,0,0,0,0,1,0,0,0
Potato pakora(1 plate),2788.18,677.19,6.04,1.9,71.84,0.22,1.03,0,6.59,"Potatoes, Gram flour, Rice flour, Cumin powder, Carom seeds, Hing (asafoetida), Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Onion pakora(1 plate),2777.39,674.61,5.41,1.9,71.84,0.88,1.11,0,7.95," Onions, Gram flour, Rice flour, Cumin powder, Carom seeds, Hing, Green chilies, Salt, Oil ",veg,2,0,0,0,0,0,1,0
Cauliflower pakora(1 plate),2764.93,671.63,4.52,1.98,71.86,0.23,1.26,0,8.44,"Cauliflower, Gram flour, Rice flour, Cumin powder, Carom seeds, Hing, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Mixed vegetable pakora(1 plate),2774.04,673.81,5.12,1.94,71.86,0.38,1.13,0,9.55,"Mixed vegetables (carrot, beans, peas), Gram flour, Rice flour, Cumin powder, Carom seeds, Hing, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Spinach pakora(1 plate),2933.57,712.62,4.68,1.96,76.38,0.2,1.02,0,10.99,"Spinach, Gram flour, Rice flour, Cumin powder, Carom seeds, Hing, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Methi pakora(1 plate),2936.21,713.25,4.68,2.06,76.39,0.25,1.18,0,23.07,"Fenugreek leaves, Gram flour, Rice flour, Cumin powder, Carom seeds, Hing, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Egg pakora(1 plate),2925.47,710.51,4.48,2.83,75.86,0.19,0.86,28.39,9.55,"Eggs, Gram flour, Rice flour, Cumin powder, Green chilies, Salt, Oil",non veg,2,0,0,0,0,0,1,0
Bread pakora(1 piece),2929.73,710.99,8.87,2.57,74.2,0.46,1.11,0,19.83,"Bread, Potatoes, Gram flour, Rice flour, Cumin powder, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Paneer pakora(1 piece),2957.51,718.12,5.52,3.27,76.05,1.08,0.89,0,43.38,"Paneer, Gram flour, Rice flour, Cumin powder, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Potato bonda (2 pieces),2604.02,632.84,4.53,1.09,67.8,0.27,0.83,0,6.79,"Potatoes, Gram flour, Rice flour, Cumin powder, Hing, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Potato samosa (1 piece),2377.14,577.39,9.21,1.71,59.19,0.29,1.19,2.33,7.63,"Potatoes, All-purpose flour, Cumin powder, Coriander powder, Turmeric powder, Green chilies, Garam masala, Oil",veg,2,0,0,0,0,0,1,0
Minced meat samosa (1 piece),2557.26,620.99,6.14,4.43,64.26,0.5,0.39,16.71,6.7,"Minced meat, All-purpose flour, Cumin powder, Coriander powder, Turmeric powder, Green chilies, Garam masala, Oil",non veg,2,0,0,0,0,0,1,0
Paneer and pea samosa(1 piece),2569.6,623.81,8.55,4.02,63.65,1.69,1.02,0,64.56,"Paneer, Peas, All-purpose flour, Cumin powder, Coriander powder, Turmeric powder, Green chilies, Garam masala, Oil",veg,2,0,0,0,0,0,1,0
Mathri(1 piece),3314.32,805.12,12.32,1.75,83.1,0.29,0.6,0,5.23,"All-purpose flour, Carom seeds, Cumin seeds, Ghee, Salt, Water.",veg,2,0,0,0,0,0,1,0
Khasta kachori(1 piece),2934.9,712.73,12.81,2.51,72.27,0.34,0.97,0,7.84,"All-purpose flour, Gram flour, Cumin seeds, Fennel seeds, Salt, Ghee, Water",veg,2,0,0,0,0,0,1,0
Vegetable cutlet(2 piece),2738.5,665.45,4.68,1.25,71.33,0.35,0.93,6.77,13.55,"Mixed vegetables (carrot, peas, beans), Potatoes, Breadcrumbs, Cumin powder, Coriander powder, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Flattened rice cutlet (3 piece),2888.94,701.71,7.39,1.76,73.89,0.27,0.86,6.9,9.17,"Flattened rice, Potatoes, Gram flour, Green chilies, Coriander powder, Salt, Oil",veg,2,0,0,0,0,0,1,0
Peanut cutlet (2 piece),2878.02,698.77,5.68,2.63,74,0.51,1.21,6.75,14.38,"Peanuts, Potatoes, Gram flour, Green chilies, Coriander powder, Salt, Oil",veg,2,0,0,0,0,0,1,0
Fish cutlet (1 piece),2693.96,654.64,3.13,2.77,70.11,0.29,0.54,11.02,10.44,"Fish, Potatoes, Breadcrumbs, Green chilies, Coriander powder, Salt, Oil",non veg,2,0,0,0,0,0,1,0
Paneer potato cutlet (2 piece),2770.57,672.94,5.23,2.47,71.4,1.02,0.41,13.33,45.36,"Paneer, Potatoes, Green chilies, Coriander powder, Salt,oil",veg,2,0,0,0,0,0,1,0
Spinach chickpeas cutlet(2 piece),2831.18,688.03,4.93,1.44,73.6,0.16,0.93,6.98,11.3,"Spinach, Chickpeas, Breadcrumbs, Cumin powder, Coriander powder, Green chilies, Salt, Oil",veg,2,0,0,0,0,0,1,0
Cheese toast(1 piece),3233.23,785.37,5.49,1.98,84.11,0.53,0.31,11.55,43.87,"Bread, Cheese, Butter, Garlic, Green chilies.",veg,2,0,0,0,0,0,1,0
Vegetable burger(1 piece),2144.45,519.93,13.69,3.26,50.63,1.88,1.7,7.4,26.08," Burger buns, Mixed vegetables, Cheese, Lettuce, Tomato, Onion, Mayonnaise, Mustard sauce.",veg,2,0,0,0,0,0,1,0
Cheese pizza(2 slices),1047.5,249.5,30.62,5.79,12.43,3.42,1.95,10.64,96.51,"Pizza base, Cheese, Tomato sauce, Oregano, Basil leaves, Olive oil.",veg,1,0,0,0,0,0,1,0
Vegetable seekh kebab(3 piece),2843.04,690.73,5.32,1.57,73.72,0.74,0.59,0,32.66,"Mixed vegetables, Breadcrumbs, Gram flour, Green chilies, Cumin powder, Garam masala, Salt, Oil",veg,2,0,0,0,0,0,1,0
Masala vada(2 piece),3397.89,826.02,4.06,1.69,89.15,0.24,1.07,0,7.45,"Chana dal, Onion, Green chilies, Cumin powder, Coriander powder, Salt, Oil",veg,2,0,0,0,0,0,1,0
Peanut sago vada (2 piece),3087.61,749.89,7.14,1.01,79.82,0.19,0.62,0,5.03,"Sago (sabudana), Peanuts, Potatoes, Green chilies, Cumin powder, Salt, Oil",veg,2,0,0,0,0,0,1,0
Vegeterian scotch egg(2 piece),2805.97,681.67,4.64,2.16,72.77,0.23,0.58,34.24,15.2,"Boiled eggs, Potato mash, Bread crumbs, Spices.",non veg,2,0,0,0,0,0,1,0
Paneer tikka(1 piece),392.27,93.85,7.98,5.11,4.49,4.61,1.23,0,123.86,"Paneer, Yogurt, Spices (red chili powder, turmeric, garam masala), Lemon juice, Oil",veg,1,0,0,0,0,0,1,0
Peanut brittle (1 piece),1340.21,320.46,47.46,6.94,11.13,43.92,2.63,2.5,68.03,"Peanuts, Jaggery, Ghee, Cardamom powder.",veg,0,0,0,0,0,0,1,0
Spring roll(3 piece),2568.38,623.87,8.56,1.81,64.63,0.6,0.67,12.15,9.51,"Spring roll wrappers, Mixed vegetables (cabbage, carrots, beans), Soy sauce, Spices, Oil",veg,2,0,0,0,0,0,1,0
Dry mango chutney (1 small cup),1247.3,298.13,69.17,2.43,0.7,61.86,3.74,0,72.05,"Dry mango, Jaggery, Cumin powder, Red chili powder, Salt.",veg,0,0,0,0,0,0,0,0
Peanut chutney (1 cup),1081.16,258.37,9.87,11.8,19.06,2.76,5.73,0,34.79,"Peanuts, Tamarind, Green chilies, Garlic, Salt, Oil.",veg,1,0,0,0,0,0,0,0
Coconut chutney (1 cup),1110.19,265.92,8.29,3.59,25,3.79,6.73,0,15.7,"Coconut, Green chilies, Ginger, Tamarind, Salt, Oil",veg,1,0,0,0,0,0,0,0
Mint and coriander chutney (1 cup),430.47,102.6,21.18,2.81,0.51,15.88,4.33,0,107.45,"Mint leaves, Coriander leaves, Green chilies, Lemon juice, Salt.",veg,1,0,0,0,0,0,0,0
Custard tart(1 piece),940.77,225.6,28.66,3.72,10.73,9.31,0.91,22.28,57.47,"Custard powder, Milk, Sugar, Vanilla essence.",veg,1,0,0,0,1,0,0,0
Lemon tart(1 piece),1262.3,303.35,30.68,6.12,17.45,10.68,0.81,123.17,24.03,"Lemon juice, Eggs, Sugar, Butter.",veg,1,0,0,0,1,0,0,0
Jam tart(1 piece),1498.57,360.72,46.18,4.42,17.35,14.74,1.14,44.15,12.23,"Jam, Butter, Sugar.",veg,0,0,0,0,1,0,0,0
Orange cream tart(1 piece),822.52,197.16,27.43,2.58,8.72,10.08,0.64,22.13,13.84,"Orange juice, Cream, Sugar.",veg,1,0,0,0,1,0,0,0
Pineapple tart(1 piece),817.46,195.4,28.62,2.29,8.21,11.09,0.87,20.7,12.02,"Pineapple, Cream, Sugar.",veg,1,0,0,0,1,0,0,0
Cheese and mushroom tart(1 piece),1022,246.1,21.43,5.51,15.28,3.16,1.18,37.99,100.97,"Mushrooms, Cheese, Cream, Butter",veg,1,0,0,0,1,0,0,0
Cottage cheese pie(1 piece),992.89,238.98,20.66,7.45,13.83,3.62,2.21,20.86,108.05,"Cottage cheese, Sugar, Flour, Eggs, Vanilla essence",veg,1,0,0,0,1,0,0,0
Minced meat pie(1 piece),919.66,221.55,18.11,7.38,13.04,1.42,2.33,34.57,18.14,"Minced meat, Onions, Garlic, Spices, Pie crust.",non veg,1,0,0,0,1,0,0,0
Apple cinnamon pie(1 piece),1077.36,258.73,33.68,3.35,12.21,11.95,1.77,36.52,16.14,"Apples, Cinnamon, Sugar, Pie crust.",veg,0,0,0,0,1,0,0,0
Lemon meringue pie(1 piece),941.79,224.43,35.11,3.88,8.16,21.17,0.44,75.3,16.79,"lemons, Eggs, Sugar, Pie crust, Meringue",veg,0,0,0,0,1,0,0,0
Chocolate meringue pie(1 piece),899.79,214.76,28.8,4.98,9.17,15.03,0.37,64.11,55.98,"Chocolate, Eggs, Sugar, Pie crust, Meringue.",veg,1,0,0,0,1,0,0,0
Cream puffs(1 piece),919.45,221.33,16,4.7,15.48,5.94,0.38,100.48,37.93,"Puff pastry, Cream, Sugar, Butter.",veg,1,0,0,0,1,0,0,0
Chocolate eclairs(1 piece),1000.02,239.42,26.22,4.24,13.5,17.34,0.33,85.94,34.21,"Choux pastry, Cream, Chocolate glaze.",veg,0,0,0,0,1,0,0,0
Cheese balls(1 piece),2803.78,681.28,4.81,2.21,72.57,0.63,0.18,37.78,30.01,"Cheese, Breadcrumbs, Garlic, Herbs.",veg,2,0,0,0,1,0,0,0
Minced meat patties(1 piece),1101.4,265.72,15.25,6.88,19.57,0.88,0.77,81.36,19.23,"Minced meat, Onion, Spices, Breadcrumbs, Egg.",non veg,1,0,0,0,1,0,0,0
Cheese patties(1 piece),1343.4,324.01,22.23,7.38,22.67,3.93,1.24,0,126.41,"Cheese, Potatoes, Breadcrumbs, Spices",veg,1,0,0,0,1,0,0,0
Hot cheese souffle(1 piece),736.62,177.1,5.41,9.18,13.23,2.91,0.12,149.14,169.17,"Cheese, Eggs, Milk, Flour, Butter.",veg,1,0,0,0,1,0,0,0
Hot potato souffle(1 piece),523.33,125.64,8.56,5.51,7.64,1.78,0.66,109.09,56.84,"Potatoes, Eggs, Cheese, Butter, Milk.",veg,1,0,0,0,1,0,0,0
Hot fish souffle(1 piece),595.64,142.92,3.69,11.23,9.24,1.68,0.1,122.69,58.18,"Fish, Eggs, Milk, Cheese, Flour.",non veg,1,0,0,0,1,0,0,0
Hot spinach souffle(1 piece),434.01,104.25,4.19,5.43,7.24,1.64,0.99,100.84,80.77,"Spinach, Eggs, Cheese, Flour, Milk.",non veg,1,0,0,0,1,0,0,0
Plain cream cake(2 piece),1480.86,353.94,47.18,6.18,16.17,27.74,0.71,120.92,41.95,"Flour, Cream, Sugar, Eggs, Butter.",veg,0,0,0,0,1,0,0,0
Apple cake (1 piece),1213.67,290.08,39.48,4.94,12.87,23.52,1.22,94.69,38.99,"Apples, Flour, Sugar, Eggs, Butter, Cinnamon.",veg,0,0,0,0,1,0,0,0
Marble cake(1 piece),1481.48,354.11,46.88,6.3,16.27,27.56,0.71,120.14,39.6,"Flour, Cocoa powder, Sugar, Eggs, Butter.",veg,0,0,0,0,1,0,0,0
Chocolate cake(1 piece),1404.77,335.61,45.14,6.01,15.18,27.58,0.64,109.36,41.13,"Flour, Cocoa powder, Sugar, Eggs, Butter",veg,0,0,0,0,1,0,0,0
Orange cake(1 piece),1496.24,357.61,48.28,6.1,16.21,28.38,0.83,123.67,29.72,"Flour, Orange juice, Sugar, Eggs, Butter.",veg,0,0,0,0,1,0,0,0
Fruit Loaf (1 piece),1354.76,324.19,46.49,5.36,13.31,24.54,0.87,90,45.71,"Flour, Mixed dried fruits, Sugar, Eggs, Butter",veg,0,0,0,0,1,0,0,0
Banana cake(1 piece),1623.4,389.51,40,5.77,23.31,23.04,1.14,68.99,23.55,"Bananas, Flour, Sugar, Eggs, Butter.",veg,0,0,0,0,1,0,0,0
